Subdivision,Circle,POLICE STATION,Accident type,Death,Grievous,Minor,Driver,Passenger,Pedestrian,Cyclist,Otherpersons,Motorised,Non Motorised,Longitude,Latitude,Trafic  Violation,AS
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.870102,11.176824,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.870102,11.176824,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.870102,11.176824,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.784357,11.279285,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8370644,11.1842488,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8370644,11.1842488,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8370644,11.1842488,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8370644,11.1842488,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781731,11.287091,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781731,11.287091,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.857603,11.177922,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783389,11.283588,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783389,11.283588,Over Speeding,0.5
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.837421,11.183067,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.837421,11.183067,No Violation,2
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806852,11.2107772,No Violation,0
Kozhikode South,Cheruvannur,Nallalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.806852,11.2107772,Over Speeding,0
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.881526,11.243649,No Violation,1.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.881526,11.243649,Over Speeding,1.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.881526,11.243649,No Violation,1.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.881526,11.243649,Over Speeding,1.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.860125,11.212315,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.860125,11.212315,No Violation,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,1,1,0,0,0,1,0,75.852493,11.228864,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831424,11.234566,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831424,11.234566,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,No Violation,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,Over Speeding,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,No Violation,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,Over Speeding,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.863833,11.206466,No Violation,0.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.863833,11.206466,Over Speeding,0.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.844069,11.236305,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.844069,11.236305,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.801881,11.215395,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.801881,11.215395,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.866005,11.235737,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.866005,11.235737,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.888254,11.244492,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.888254,11.244492,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.863833,11.206466,No Violation,0.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.863833,11.206466,Over Speeding,0.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.844069,11.236305,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.844069,11.236305,No Violation,2
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.773333,11.245216,No Violation,1
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.773333,11.245216,Driving on Wrong Side,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.857415,11.216927,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.857415,11.216927,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8826,11.243128,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8826,11.243128,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.864289,11.205787,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.864289,11.205787,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.864289,11.205787,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.864289,11.205787,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.89096,11.264453,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.828101,11.270001,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.860125,11.212315,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,2,0,0,0,0,2,0,75.860125,11.212315,No Violation,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,No Violation,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,1,2,2,0,0,0,2,0,75.836312,11.245252,Over Speeding,2.5
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789269,11.215573,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789269,11.215573,Unknown,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8826,11.243128,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8826,11.243128,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843589,11.236532,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843589,11.236532,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.831973,11.22906,No Violation,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.831973,11.22906,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,1,2,1,0,0,0,2,0,75.868617,11.241198,No Violation,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,1,2,1,0,0,0,2,0,75.868617,11.241198,Over Speeding,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,1,2,1,0,0,0,2,0,75.868617,11.241198,No Violation,2.5
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,1,2,1,0,0,0,2,0,75.868617,11.241198,Over Speeding,2.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.89096,11.264453,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.828101,11.270001,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.816371,11.25553,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.816371,11.25553,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Fatal,1,0,0,1,1,0,0,0,1,0,75.852493,11.228864,Over Speeding,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831424,11.234566,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831424,11.234566,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.857415,11.216927,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.857415,11.216927,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.791221,11.226861,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.841839,11.234223,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.841839,11.234223,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.841839,11.234223,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.841839,11.234223,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.888254,11.244492,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.888254,11.244492,Over Speeding,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843589,11.236532,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843589,11.236532,Over Speeding,1
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.773333,11.245216,No Violation,1
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.773333,11.245216,Driving on Wrong Side,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.831973,11.22906,No Violation,2
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.831973,11.22906,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.847882,11.270775,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.847882,11.270775,Over Speeding,1
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.881971,11.3190146,No Violation,0
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.881971,11.3190146,Over Speeding,0
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.881971,11.3190146,No Violation,0
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.881971,11.3190146,Over Speeding,0
Kozhikode North,Chevayur,Kunnamangalam,Fatal,1,0,0,1,0,0,0,0,1,0,75.8824121,11.3233856,Unknown,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.847882,11.270775,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.847882,11.270775,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782248,11.287114,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782248,11.287114,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791293,11.258954,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791293,11.258954,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791293,11.258954,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791293,11.258954,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Fatal,1,1,0,2,1,0,0,0,2,0,75.791896,11.255414,Unknown,3
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Fatal,1,1,0,2,1,0,0,0,2,0,75.791896,11.255414,Unknown,3
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.8912562,11.3313704,No Violation,0
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.8912562,11.3313704,Over Speeding,0
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,1,1,0,0,0,1,0,75.4756,11.1446,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782248,11.287114,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782248,11.287114,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Fatal,1,1,0,2,1,0,0,0,2,0,75.791896,11.255414,Unknown,3
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Fatal,1,1,0,2,1,0,0,0,2,0,75.791896,11.255414,Unknown,3
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.8912562,11.3313704,No Violation,0
Kozhikode North,Chevayur,Kunnamangalam,Non Injury,0,0,0,2,0,0,0,0,2,0,75.8912562,11.3313704,Over Speeding,0
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.84192,11.184363,Over Speeding,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.84192,11.184363,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.780476,11.258909,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.780476,11.258909,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.780476,11.258909,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.780476,11.258909,Over Speeding,0
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,1,1,1,0,0,0,1,0,75.796152,11.252285,Over Speeding,0.5
Kozhikode North,Chevayur,Kunnamangalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8793095,11.2923035,No Violation,0.5
Kozhikode North,Chevayur,Kunnamangalam,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8793095,11.2923035,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.778043,11.2747,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.778043,11.2747,No Violation,0.5
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.881127,11.178694,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.881127,11.178694,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.799652,11.287084,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.799652,11.287084,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.799652,11.287084,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.799652,11.287084,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.873743,11.17637,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.786546,11.279829,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.786546,11.279829,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.786546,11.279829,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.786546,11.279829,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,No Violation,2.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,Over Speeding,2.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,No Violation,2.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,Over Speeding,2.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843936,11.175364,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843936,11.175364,No Violation,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.8805437,11.309513,Over Speeding,1.5
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.8805437,11.309513,No Violation,1.5
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.8805437,11.309513,Over Speeding,1.5
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.8805437,11.309513,No Violation,1.5
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,1,1,0,0,0,1,0,75.4756,11.1446,Over Speeding,0
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8603424,11.3015069,Driving on Wrong Side,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8603424,11.3015069,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.8535769,11.1688882,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843936,11.175364,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.843936,11.175364,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.8535769,11.1688882,No Violation,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8838242,11.3444899,No Violation,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8838242,11.3444899,Over Speeding,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.8782716,11.3068311,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.808323,11.259632,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.808323,11.259632,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.808323,11.259632,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.808323,11.259632,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79838,11.38658,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79838,11.38658,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.778043,11.2747,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.778043,11.2747,No Violation,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79838,11.38658,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79838,11.38658,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.844548,11.281248,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.881127,11.178694,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,2,0,0,0,0,2,0,75.881127,11.178694,No Violation,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.844548,11.281248,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,1,0,0,0,0,1,0,75.837603,11.171927,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,No Violation,2.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,1,2,1,0,0,0,2,0,75.768203,11.285471,Over Speeding,2.5
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8603424,11.3015069,Driving on Wrong Side,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8603424,11.3015069,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.829119,11.252047,Unknown,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8838242,11.3444899,No Violation,1
Kozhikode North,Chevayur,Kunnamangalam,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8838242,11.3444899,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.79914,11.247659,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.79914,11.247659,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.829119,11.252047,Unknown,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.839418,11.27148,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,3,2,2,4,0,0,0,2,0,75.816427,11.263201,No Violation,4
